,TPR,FPR
gb,0.0,0.0
gb_ipw,94.73684210526316,50.74626865671642
wrangler_23,0.0,0.0
wrangler_16,100.0,58.95522388059702
gb_23,100.0,100.0
gb_16,100.0,100.0
