,<95,<99,99+
gb,0.0,0.0,0.0
gb_ipw,85.0,100.0,100.0
wrangler_23,85.0,98.0,100.0
wrangler_16,0.0,0.0,0.0
gb_23,32.5,30.0,30.0
gb_16,5.0,14.0,10.0
