,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,100.0
1,96.49122807017544,96.49122807017544,21.052631578947366,1.7543859649122806,0.0,100.0
2,97.26027397260275,97.26027397260275,21.91780821917808,4.10958904109589,0.0,100.0
3,97.72727272727273,97.72727272727273,22.727272727272727,5.681818181818182,0.0,100.0
4,97.87234042553192,97.87234042553192,22.340425531914892,5.319148936170213,0.0,100.0
5,98.09523809523809,98.09523809523809,21.904761904761905,4.761904761904762,0.0,100.0
6,98.21428571428571,98.21428571428571,22.321428571428573,5.357142857142857,0.0,100.0
7,98.29059829059828,98.29059829059828,23.931623931623932,5.128205128205128,0.0,100.0
8,98.4,98.4,24.8,6.4,0.0,100.0
9,98.58156028368793,98.58156028368793,22.69503546099291,5.673758865248227,0.0,100.0
10,98.64864864864865,98.64864864864865,22.2972972972973,6.081081081081082,0.0,100.0
11,98.71794871794873,98.71794871794873,22.435897435897438,5.769230769230769,0.0,100.0
12,98.74213836477988,98.74213836477988,23.270440251572328,5.660377358490567,0.0,100.0
13,98.76543209876543,98.76543209876543,23.456790123456788,5.555555555555555,0.0,100.0
14,98.77300613496932,98.77300613496932,23.31288343558282,5.521472392638037,0.0,100.0
