,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,100.0,0.0
1,0.0,50.0,0.0,0.0,50.0,0.0
2,0.0,97.05882352941177,0.0,0.0,2.941176470588235,0.0
3,0.0,99.94026284348865,0.0,0.0,1.015531660692951,0.0
4,0.0,99.94216310005784,0.0,0.0,2.0821283979178715,0.0
5,0.0,99.94562262098967,0.0,0.0,5.002718868950517,0.0
6,0.0,99.95007488766849,0.0,0.0,7.98801797304044,0.0
7,0.0,99.95615957913196,0.0,0.0,12.450679526523455,0.0
8,0.0,99.96137504828118,0.0,0.0,17.5357280803399,0.0
9,0.0,99.9625748502994,0.0,0.0,19.386227544910177,0.0
10,0.0,99.96360989810772,0.0,0.0,20.99708879184862,0.0
11,0.0,99.96530187369882,0.0,0.0,23.21304649548924,0.0
12,0.0,99.9667994687915,0.0,0.0,25.39840637450199,0.0
13,0.0,99.96776273372018,0.0,0.0,27.240490006447455,0.0
14,0.0,99.96827411167513,0.0,0.0,28.17258883248731,0.0
15,0.0,99.96888612321095,0.0,0.0,29.278158058494085,0.0
16,0.0,99.96947496947497,0.0,0.0,30.433455433455432,0.0
17,0.0,99.96987044290448,0.0,0.0,31.21422115094908,0.0
18,0.0,99.97003296373988,0.0,0.0,31.525322145639795,0.0
