,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,100.0,100.0,0.0,100.0
1,0.0,86.36363636363636,100.0,90.9090909090909,0.0,100.0
2,0.0,86.95652173913044,100.0,91.30434782608695,0.0,100.0
3,0.0,88.88888888888889,97.22222222222221,88.88888888888889,0.0,100.0
4,0.0,89.1891891891892,97.2972972972973,86.48648648648648,0.0,100.0
5,0.0,90.2439024390244,97.5609756097561,87.8048780487805,0.0,100.0
6,0.0,88.63636363636364,95.45454545454545,86.36363636363636,0.0,100.0
7,0.0,89.13043478260869,95.65217391304348,86.95652173913044,0.0,100.0
8,0.0,86.79245283018868,92.45283018867924,84.90566037735849,0.0,100.0
9,0.0,88.33333333333333,88.33333333333333,81.66666666666667,0.0,100.0
10,0.0,88.52459016393442,88.52459016393442,81.9672131147541,0.0,100.0
11,0.0,90.41095890410958,83.56164383561644,78.08219178082192,0.0,100.0
12,0.0,89.47368421052632,82.89473684210526,77.63157894736842,0.0,100.0
13,0.0,87.5,81.25,76.25,0.0,100.0
14,0.0,86.41975308641975,80.24691358024691,75.30864197530865,0.0,100.0
15,0.0,84.52380952380952,78.57142857142857,73.80952380952381,0.0,100.0
16,0.0,82.75862068965517,77.01149425287356,72.41379310344827,0.0,100.0
17,0.0,81.81818181818183,76.13636363636364,71.5909090909091,0.0,100.0
18,0.0,82.02247191011236,76.40449438202246,71.91011235955057,0.0,100.0
19,0.0,82.41758241758241,76.92307692307693,72.52747252747253,0.0,100.0
20,0.0,82.79569892473118,77.41935483870968,73.11827956989248,0.0,100.0
21,0.0,88.57142857142857,67.85714285714286,65.0,0.0,100.0
22,0.0,87.32394366197182,66.90140845070422,64.08450704225352,0.0,100.0
23,0.0,88.46153846153845,62.82051282051282,60.256410256410255,0.0,100.0
