,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,100.0,0.0,0.0,100.0,20.833333333333336
2,0.0,100.0,0.0,0.0,100.0,20.833333333333336
3,0.0,100.0,0.0,0.0,100.0,20.833333333333336
4,0.0,100.0,0.0,0.0,100.0,20.833333333333336
5,0.0,100.0,0.0,0.0,100.0,20.833333333333336
6,0.0,100.0,0.0,0.0,100.0,20.833333333333336
7,0.0,100.0,0.0,0.0,100.0,20.833333333333336
8,0.0,100.0,0.0,0.0,100.0,20.833333333333336
9,0.0,100.0,0.0,0.0,100.0,20.833333333333336
10,0.0,100.0,0.0,0.0,100.0,20.833333333333336
11,0.0,100.0,0.0,0.0,100.0,20.833333333333336
12,0.0,100.0,0.0,0.0,100.0,20.833333333333336
13,0.0,100.0,0.0,0.0,100.0,20.833333333333336
14,0.0,100.0,0.0,0.0,100.0,20.833333333333336
15,0.0,100.0,0.0,0.0,100.0,20.833333333333336
16,100.0,100.0,100.0,100.0,100.0,100.0
