,<95,<99,99+
gb,99.6415770609319,100.0,100.0
gb_ipw,100.0,100.0,100.0
wrangler_23,99.6415770609319,100.0,100.0
wrangler_16,35.12544802867384,79.81651376146789,87.71929824561404
gb_23,100.0,100.0,100.0
gb_16,100.0,100.0,100.0
