,<95,<99,99+
gb,0.0,0.0,0.0
gb_ipw,72.22222222222223,88.88888888888889,100.0
wrangler_23,0.0,0.0,0.0
wrangler_16,100.0,100.0,100.0
gb_23,0.0,0.0,0.0
gb_16,50.0,72.22222222222223,25.0
