,TPR,FPR
gb,0.0,0.0
gb_ipw,30.0,1.2195121951219512
wrangler_23,100.0,100.0
wrangler_16,95.0,2.4390243902439024
gb_23,0.0,0.0
gb_16,0.0,0.0
