,TPR,FPR
gb,0.0,0.0
gb_ipw,100.0,69.93865030674847
wrangler_23,100.0,100.0
wrangler_16,100.0,100.0
gb_23,94.73684210526316,23.926380368098158
gb_16,100.0,100.0
