,TPR,FPR
gb,89.47368421052632,5.521472392638037
gb_ipw,100.0,58.895705521472394
wrangler_23,100.0,87.11656441717791
wrangler_16,100.0,100.0
gb_23,0.0,0.0
gb_16,100.0,68.09815950920246
