,TPR,FPR
gb,0.0,0.0
gb_ipw,45.0,1.2195121951219512
wrangler_23,0.0,0.0
wrangler_16,100.0,100.0
gb_23,0.0,0.0
gb_16,100.0,99.39024390243902
