,<95,<99,99+
gb,50.0,87.5,100.0
gb_ipw,100.0,100.0,100.0
wrangler_23,25.0,50.0,100.0
wrangler_16,0.0,25.0,100.0
gb_23,0.0,0.0,0.0
gb_16,0.0,0.0,0.0
