,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,57.42574257425742,0.0,0.0,0.0,0.0
3,0.0,80.19801980198021,0.0,0.0,0.0,0.0
4,0.0,92.07920792079209,0.0,0.0,0.0,0.0
5,0.0,98.01980198019803,0.9900990099009901,0.0,0.0,0.0
6,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
7,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
8,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
9,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
10,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
11,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
12,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
13,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
14,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
15,0.0,99.00990099009901,1.9801980198019802,0.0,0.0,0.0
16,100.0,100.0,100.0,100.0,100.0,100.0
