,TPR,FPR
gb,0.0,0.0
gb_ipw,100.0,40.69767441860465
wrangler_23,100.0,84.88372093023256
wrangler_16,100.0,84.88372093023256
gb_23,0.0,0.0
gb_16,100.0,84.88372093023256
