,TPR,FPR
gb,0.0,0.0
gb_ipw,100.0,97.53086419753086
wrangler_23,0.0,0.0
wrangler_16,0.0,0.0
gb_23,15.0,0.0
gb_16,15.0,0.6172839506172839
