,TPR,FPR
gb,0.0,0.0
gb_ipw,94.73684210526316,97.40259740259741
wrangler_23,0.0,0.0
wrangler_16,0.0,0.0
gb_23,100.0,45.45454545454545
gb_16,100.0,49.675324675324674
