,TPR,FPR
gb,0.0,0.0
gb_ipw,0.0,0.0
wrangler_23,0.0,1.7605633802816902
wrangler_16,0.0,2.112676056338028
gb_23,0.0,0.0
gb_16,0.0,0.0
