,<95,<99,99+
gb,100.0,94.11764705882354,75.0
gb_ipw,100.0,94.11764705882354,75.0
wrangler_23,0.0,0.0,0.0
wrangler_16,0.0,0.0,0.0
gb_23,100.0,94.11764705882354,75.0
gb_16,73.6842105263158,70.58823529411765,50.0
