,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,94.87179487179486,94.87179487179486,94.87179487179486,87.17948717948718
2,0.0,0.0,100.0,100.0,100.0,92.3076923076923
3,0.0,97.43589743589743,100.0,100.0,100.0,92.3076923076923
4,92.3076923076923,97.43589743589743,100.0,100.0,100.0,92.3076923076923
5,92.3076923076923,97.43589743589743,100.0,100.0,100.0,92.3076923076923
6,92.3076923076923,97.43589743589743,100.0,100.0,100.0,92.3076923076923
7,92.3076923076923,97.43589743589743,100.0,100.0,100.0,92.3076923076923
8,92.3076923076923,97.43589743589743,100.0,100.0,100.0,92.3076923076923
9,100.0,100.0,100.0,100.0,100.0,100.0
