,<95,<99,99+
gb,0.0,0.0,0.0
gb_ipw,100.0,100.0,100.0
wrangler_23,40.0,47.05882352941177,14.285714285714286
wrangler_16,40.0,52.94117647058823,14.285714285714286
gb_23,100.0,100.0,100.0
gb_16,70.0,82.3529411764706,57.142857142857146
