,<95,<99,99+
gb,0.0,0.0,0.0
gb_ipw,100.0,92.5,100.0
wrangler_23,9.803921568627452,10.0,10.0
wrangler_16,78.43137254901961,67.5,90.0
gb_23,0.0,0.0,0.0
gb_16,100.0,100.0,100.0
