,TPR,FPR
gb,100.0,3.4482758620689653
gb_ipw,100.0,98.85057471264368
wrangler_23,0.0,0.0
wrangler_16,100.0,4.597701149425287
gb_23,60.0,4.597701149425287
gb_16,0.0,0.0
