,TPR,FPR
gb,0.0,0.0
gb_ipw,100.0,50.588235294117645
wrangler_23,100.0,100.0
wrangler_16,100.0,72.94117647058823
gb_23,100.0,52.94117647058823
gb_16,100.0,29.41176470588235
