,TPR,FPR
gb,100.0,91.46757679180887
gb_ipw,100.0,99.65870307167235
wrangler_23,0.0,0.0
wrangler_16,5.882352941176471,3.7542662116040955
gb_23,8.823529411764707,0.0
gb_16,0.0,0.0
