,TPR,FPR
gb,0.0,0.0
gb_ipw,100.0,63.768115942028984
wrangler_23,100.0,66.66666666666667
wrangler_16,100.0,66.66666666666667
gb_23,0.0,0.0
gb_16,0.0,0.0
