,TPR,FPR
gb,42.857142857142854,0.0
gb_ipw,42.857142857142854,0.0
wrangler_23,100.0,100.0
wrangler_16,0.0,0.0
gb_23,21.428571428571427,0.0
gb_16,0.0,0.0
