,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0202020202020203,0.0,2.0202020202020203,0.0,2.0202020202020203,2.0202020202020203
2,82.82828282828282,82.82828282828282,82.82828282828282,0.0,82.82828282828282,82.82828282828282
3,100.0,100.0,100.0,0.0,100.0,100.0
4,100.0,100.0,100.0,0.0,100.0,100.0
5,100.0,100.0,100.0,0.0,100.0,100.0
6,100.0,100.0,100.0,0.0,100.0,100.0
7,100.0,100.0,100.0,0.0,100.0,100.0
8,100.0,100.0,100.0,0.0,100.0,100.0
9,100.0,100.0,100.0,0.0,100.0,100.0
10,100.0,100.0,100.0,0.0,100.0,100.0
11,100.0,100.0,100.0,100.0,100.0,100.0
