,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,90.32258064516128,9.67741935483871,0.0,0.0,0.0
2,0.0,91.37931034482759,10.344827586206897,0.0,0.0,0.0
3,0.0,85.36585365853658,10.975609756097562,0.0,0.0,0.0
4,27.43362831858407,89.38053097345133,15.04424778761062,0.0,0.0,0.0
5,30.46875,90.625,15.625,0.0,0.0,0.0
6,38.333333333333336,93.33333333333333,17.77777777777778,0.0,0.0,0.0
7,43.28358208955223,94.02985074626866,16.417910447761194,0.0,0.0,0.0
8,46.478873239436616,94.36619718309859,15.492957746478872,0.0,0.0,0.0
9,47.465437788018434,94.47004608294931,15.207373271889402,0.0,0.0,0.0
10,48.18181818181818,94.54545454545455,15.0,0.0,0.0,0.0
