,TPR,FPR
ridge,0.0,0.0
svm,65.71428571428571,0.0
nn,100.0,100.0
rf,2.857142857142857,0.0
gb,0.0,0.0
ridge_ipw,25.714285714285715,0.0
svm_ipw,65.71428571428571,0.0
nn_ipw,100.0,100.0
rf_ipw,2.857142857142857,0.0
gb_ipw,2.857142857142857,0.0
