,TPR,FPR
ridge,0.0,0.0
svm,30.693069306930692,49.0
nn,21.782178217821784,46.142857142857146
rf,85.14851485148515,59.57142857142857
gb,85.14851485148515,59.57142857142857
ridge_ipw,0.0,0.0
svm_ipw,95.04950495049505,59.57142857142857
nn_ipw,76.23762376237623,68.57142857142857
rf_ipw,86.13861386138613,59.57142857142857
gb_ipw,86.13861386138613,59.57142857142857
