,TPR,FPR
ridge,0.0,0.0
svm,0.0,0.0
nn,5.555555555555555,0.0
rf,0.0,0.0
gb,0.0,0.0
ridge_ipw,61.111111111111114,0.0
svm_ipw,100.0,21.69811320754717
nn_ipw,88.88888888888889,1.8867924528301887
rf_ipw,100.0,3.7735849056603774
gb_ipw,94.44444444444444,4.716981132075472
