,TPR,FPR
ridge,100.0,22.794117647058822
svm,100.0,41.1764705882353
nn,100.0,26.470588235294116
rf,100.0,30.147058823529413
gb,100.0,26.470588235294116
ridge_ipw,100.0,64.70588235294117
svm_ipw,100.0,83.08823529411765
nn_ipw,100.0,74.26470588235294
rf_ipw,100.0,83.08823529411765
gb_ipw,100.0,38.23529411764706
