,Correlation,Causal,Wrangler_23,Wrangler_16,GB_23,GB_16
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,12.5,0.0,0.0,0.0,0.0
2,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0
3,0.0,31.57894736842105,5.263157894736842,0.0,0.0,0.0
4,0.0,70.45454545454545,25.0,0.0,0.0,0.0
5,0.0,87.12871287128714,21.782178217821784,0.0,0.0,0.0
6,0.0,88.18181818181819,20.909090909090907,0.0,0.0,0.0
7,0.0,88.79310344827587,20.689655172413794,0.0,0.0,0.0
8,0.0,89.92248062015504,20.155038759689923,0.0,0.0,0.0
9,0.0,91.33333333333333,18.666666666666668,0.0,0.0,0.0
10,0.0,93.01075268817203,17.20430107526882,0.0,0.0,0.0
